beta,rho,volvol,v_atm_n,alpha,F,K,log_moneyness,volatility,dV_dK,dV_dF,dV_dalpha,dV_dbeta,dV_drho,dV_dvolvol
0.4719580199196934,0.3243497982621193,0.4467393500730395,0.0458231555763632,0.0505213049706071,0.0631585680879652,0.0607794288689307,-0.0383971271952351,0.22081278,0.070797324,-1.9434111,4.4397197,-0.62256944,-0.009940088,0.009975511
0.3449975491687655,-0.7254023343324661,0.5203838960267604,0.0299244456272572,0.1315646891947836,0.0641044273599982,0.0839822209300473,0.2700916897262462,0.67114836,-4.9608994,-0.8108194,5.4378114,-1.9323249,0.13559514,-0.109755486
0.2702545803412795,-0.7180913373827935,0.4414795533753932,0.0336175945587456,0.1602637828327715,0.0655304394848644,0.0721441818075254,0.0961518820901756,1.1238818,-8.205981,-4.054577,7.333897,-3.3325958,0.09859729,-0.07707183
0.7195303202420473,-0.6926629856228829,0.2494822863489389,0.0335110317775979,0.0869974786881357,0.0674605423957109,0.0432980272360146,-0.4434357962564308,0.23570003,-2.6925225,0.9199196,2.2345204,-0.56838834,-0.0340956,0.15691808
0.5074138266779482,-0.4393484264612198,0.3473629628308118,0.014205891569145,0.2010671574156731,0.0484492297470569,0.0500930687815145,0.0333662105286948,0.88152266,-5.849571,-2.9283776,4.3910313,-2.716271,0.05200559,-0.01448283
0.662196383178234,0.3776281461119652,0.18986288420856,0.0141557898325845,0.329601938277483,0.0127912516519427,0.0631908560404554,1.5973981352159148,1.1742728,-2.5459747,-17.185062,3.4192414,-3.9448285,0.17146087,0.5047658
0.2921990385837852,-0.3560820460319519,0.404484713356942,0.0163393823523074,0.1812825092580169,0.0403053274191916,0.0596783324284479,0.3924853593821658,1.5667557,-11.6385,-12.867391,9.455009,-5.4440784,0.17519224,-0.038341817
0.8888756934925913,-0.2734745800495147,0.4789218035526574,0.0066324859904125,0.2153032523579895,0.021876838505268,0.0232691644430691,0.0617005949576696,0.32690766,-3.039995,1.5720209,1.5191916,-1.2439402,0.03163135,0.009755151
0.5724232689663769,-0.0130955055356025,0.3035777275450528,0.0165535477735102,0.1021447259932756,0.0530111597292125,0.095089948461391,0.5843208172371858,0.3326348,-0.21938878,-2.069682,2.989784,-0.8050255,0.08477521,0.10769874
0.4643100970052183,-0.0011796563863754,0.2658175618387759,0.0369038620218634,0.2907297696918249,0.0486307394132018,0.0753327175183221,0.4376587068574318,1.3390359,-5.018883,-7.523125,4.7767844,-3.983059,0.11197877,0.070557036
0.9866549767367542,0.000612910091877,0.5649792547337711,0.0299471272667869,0.1687217586673796,0.0548555208556354,0.0228227013302966,-0.8769471223706041,0.2895799,-6.7523403,2.7715268,0.9207266,-0.51885253,-0.10272591,0.26416588
0.6024787354841828,0.0682611167430877,0.5983728631399572,0.0284706149995327,0.2260855878237635,0.0319517913460731,0.0355708346683018,0.1072978047766011,0.90776026,-4.1422887,-6.8002,4.0570574,-3.1231236,0.09624815,0.100750126
0.7690942174382508,-0.0225779101252555,0.1905009070411324,0.034827647130005,0.1053907584398985,0.0295548482239246,0.0352239841009768,0.1754794181984365,0.23397903,-0.57146657,-1.1375356,2.208682,-0.7994575,0.018711716,0.013546845
0.3455221037566662,0.231713169813156,0.2139810976572335,0.0179457830218598,0.3934907281771302,0.0366527411714196,0.0233726982306689,-0.4499196198423509,5.1329,-99.225784,-69.40533,18.883436,-29.375492,0.21602249,0.37938744
0.8439618883281946,0.2164734557271004,0.7000854382291437,0.0224816389847546,0.2288638651371002,0.0653334720246493,0.0656013589164971,0.0040919175395721,0.36779568,0.8060003,-1.6965066,1.6231179,-1.0086195,0.0103339255,0.04410888
0.5246296561509372,0.2865445762872696,0.6741192367859185,0.0148604418896138,0.2583250636234879,0.0301264639571309,0.0329477610501477,0.0895193220027732,1.45837,-7.7154045,-15.84594,5.9575505,-5.329089,0.14746523,0.21528353
0.5793016452901065,-0.486610795557499,0.5654889564029872,0.0161351839359849,0.0627962767146527,0.0460703802481293,0.0603456186596304,0.2699181134444312,0.19760849,-0.7601857,-0.80353105,3.1377075,-0.58253974,0.10096452,0.0071761617
0.6614699081890285,0.7496918380260469,0.6421752421185375,0.0210063461586833,0.2218153854832053,0.0676366760767996,0.0689687069900596,0.0195024984028126,0.5830772,2.1958606,-5.262427,2.7231877,-1.5891472,-0.004008293,0.054889563
0.4613064391165972,-0.0239412873983383,0.5479749162681401,0.0246711587253958,0.2738319213502109,0.017450946085155,0.0154069697194546,-0.1245738778711988,2.751578,-54.851704,-47.936584,11.400043,-13.558526,0.36443758,0.21433519
0.3818888786435127,0.115087154507637,0.3710638316348195,0.0274176092864945,0.3192250458989292,0.0488514098338782,0.04442682037907,-0.0949398888831943,2.31701,-17.750957,-17.290367,8.277447,-8.5468645,0.13204813,0.17280556
0.4679247793555259,-0.692140905559063,0.5564961888827384,0.0120686478726565,0.2144950654823333,0.0699498239159584,0.0641785724681514,-0.086108791017357,0.8983938,-6.512857,-0.58325243,4.019926,-2.4438183,0.08091211,-0.013855167
0.6119413637928665,0.6083508342504502,0.1908532957546413,0.0092193027026951,0.1941602463833988,0.0385053451731801,0.0381665993818412,-0.0088362959205335,0.6992273,-2.0379958,-5.158126,3.6684153,-2.3197436,0.009133816,0.051005386
0.5009588121436537,0.4682375401258469,0.2714762999676168,0.0261536348005756,0.2001478699967265,0.0263342336378991,0.0324502199897914,0.2088374704780728,1.2231351,-7.762846,-14.3875065,6.3153505,-4.4858723,0.06531334,0.16944957
0.8673771352507174,-0.1649318173527717,0.1970544915646314,0.0266916810255497,0.382897771615535,0.0455049899220466,0.0230606358731165,-0.6796948993762336,0.6182085,-2.943609,-0.2459346,1.5571332,-2.047281,-0.046433806,0.106032714
0.8490772462822497,0.0981187686324119,0.3394746136851609,0.0175828955648466,0.2172062876634299,0.0392918379232287,0.0060947985108941,-1.8635811065845151,0.502052,-17.61482,1.3902931,1.6085844,-1.4339145,-0.19374073,0.4862135
0.2646674533747136,0.7087929874658585,0.6711175598204137,0.0373344101710245,0.3681421511340886,0.0307411327213048,0.0325852996623143,0.0582596701890314,7.6995397,-134.79854,-166.83102,35.170967,-48.348057,0.62836075,1.1857176
0.3114661671221256,-0.7187142759561539,0.2595337416045368,0.0314048815052956,0.1687228653114289,0.0347664134763181,0.0400282932278726,0.140934744018558,1.6581033,-18.109735,-14.824139,10.676326,-6.287634,0.091466844,-0.18252507
0.8430821241438389,-0.0765592217445373,0.7881618957966566,0.0195309053920209,0.3157044196967035,0.05697265682742,0.0986220017448067,0.5487229301870081,0.53882384,1.2720616,-3.4345684,1.4175148,-1.1625127,0.23086965,0.17536978
0.4830731257796287,-0.1573180139064789,0.2890569069422781,0.0492532022250816,0.1609940802212804,0.0566020118631422,0.0591064770049045,0.0432959825360696,0.7073878,-3.4910898,-2.868882,4.4306765,-2.0534453,0.025836885,0.019989194
0.9265351815521716,0.6684275299310685,0.5931298952549696,0.0090350493183359,0.2750131590757519,0.0409655194729566,0.088381398525089,0.7689307991663994,0.51842403,2.2442887,-5.5069,1.3482442,-1.0238928,0.11214328,0.31734893
0.9701124851964414,0.1127166390419006,0.3231530449353159,0.0327765603456646,0.3904521580785513,0.0609317513927817,0.0930750372214242,0.4236516114768819,0.44165656,0.46096087,-0.91133726,1.0819035,-1.0908018,0.07749462,0.092623204
0.3337698604539036,0.0803983882069587,0.4230307846330107,0.0166554349614307,0.3250868947710842,0.0340713391266763,0.0262029052805155,-0.2625862428681182,4.151369,-69.084915,-56.391136,17.229204,-21.672071,0.31941414,0.30138084
0.3351811440661549,0.2014498993754387,0.1880439668893814,0.0336820092331618,0.1160784525331109,0.0461803912185132,0.0890321938693523,0.6564427577021404,0.74136055,-2.637943,-5.543627,6.3607793,-2.0266368,0.06642091,0.12968026
0.9269156557507812,0.3209417745471001,0.7548475361429156,0.0082756657386198,0.0778134755790233,0.0120411365851759,0.011740824254982,-0.0252568151393159,0.1098799,6.747533,-7.2627964,1.4473015,-0.49845865,-0.013264507,0.009223847
0.6253876903653145,0.4402678966522217,0.4505300710909069,0.0449992692284286,0.0986531730741262,0.0478711035661399,0.0474014701151582,-0.0098588132284261,0.31442094,0.8498981,-3.3354697,3.230435,-0.96636176,-0.0024670959,0.020729512
0.510004328135401,0.6156877040863038,0.2566507223062217,0.0346339685888961,0.0646857969462871,0.0221617918089032,0.0236506319191938,0.065020117795866,0.42197573,-0.94804597,-8.308769,6.5169325,-1.5881863,0.009627938,0.041785166
0.6374705092608929,-0.2217225879430771,0.5597064586356283,0.0352936200937256,0.2489020557142794,0.0583142153546214,0.0611326517431204,0.0472002270919273,0.6976998,-2.9821625,-1.191503,2.7903907,-1.9820844,0.06791949,0.037951596
0.8423869254626334,0.6356500446796418,0.1061092090792954,0.0236723234085366,0.1903121060226112,0.0588649371266365,0.0532411472403013,-0.1004140766752068,0.29780793,0.18022251,-0.9728957,1.5893685,-0.8707649,-0.004016936,-0.017619822
0.2950123115442693,0.2934707760810853,0.7766124284826219,0.0376904426142573,0.1502325056586414,0.0425971970148384,0.0119664294552057,-1.269683269391912,2.3969538,-74.34645,-26.516685,19.064854,-10.946632,-0.4271102,0.33231315
0.5740636045672,-0.3745714575052261,0.517600132431835,0.0354952523903921,0.1125940114725381,0.0601540475711226,0.0437653592182323,-0.3180661124081783,0.43995753,-5.0075455,0.8650528,3.484737,-1.1745917,-0.04506579,0.104997836
0.3153395554423332,0.6936083376407625,0.5375218043103814,0.0321846761088818,0.3969779708888382,0.065923261065036,0.0920965170301497,0.3343457708663493,2.7450824,-10.242134,-19.97282,8.314861,-8.602266,0.20828629,0.4877079
0.692601053789258,0.62128514200449,0.602434431295842,0.0436704174289479,0.070046273805201,0.0683295855484903,0.0979921968048438,0.3605450077256366,0.22982095,1.8581538,-3.3731446,2.2478476,-0.3903147,0.045331478,0.1370034
0.9063316727988422,0.447042815387249,0.2394041921012103,0.0192596878344193,0.3519597339909524,0.0104776554368436,0.0443484937865287,1.4428338102006812,0.60825264,1.1229717,-9.29943,1.4448814,-1.9345444,0.1374228,0.494868
0.6458597183041275,-0.0346595734357834,0.1336437164805829,0.0160802390938624,0.294513539550826,0.0189248947054147,0.0174553886649141,-0.080829828535515,1.2278688,-12.726571,-11.566954,4.228709,-5.045985,0.026728034,0.02038572
0.6284009106084705,0.4856789380311965,0.7501091203652323,0.0181018105149269,0.3775099034421146,0.0206413150765001,0.0227287869002312,0.0963376129244321,1.7988375,-6.7113724,-27.992191,5.2061944,-7.425686,0.22479844,0.34545538
0.5824605530872942,-0.1168845161795616,0.3970757063478232,0.0420143701601773,0.1435781076550484,0.0603894485160708,0.0688943484873501,0.1317597535607959,0.4539226,-1.5070385,-1.4261732,3.1685357,-1.252248,0.040436,0.02300233
0.9431886784173548,-0.7169648632407188,0.6047086529433727,0.0191404290264472,0.3533575522247702,0.0186855767853558,0.0208557484766207,0.109877685198719,0.40233055,-10.104787,10.045931,1.1471585,-1.6114384,0.089404404,-0.0577765
0.6007391581498087,0.118758150935173,0.7775404846295715,0.0467953596170991,0.3037507316563279,0.0398867565207183,0.0416810169871305,0.0440014450053333,1.1709327,-4.3825045,-7.4533167,3.9575574,-3.862008,0.13762796,0.16302072
0.8921096335537732,0.2579640984535216,0.2894959972240031,0.0232601556833833,0.0596922144759446,0.0419301224127411,0.0073866361752152,-1.7363320353348637,0.19115,-9.59484,1.4977237,1.2536607,-0.29683185,-0.08321086,0.41204622
0.8596947506442666,0.5421855166554452,0.3751629604957998,0.0275491054216399,0.0734553538728505,0.0108638392202556,0.0107250917574342,-0.012853751143893,0.13911258,8.438701,-10.155028,1.9228055,-0.63870305,-0.0035728216,0.0035817137
0.8228826567344367,-0.0762341737747192,0.3247214304283261,0.048621781556867,0.3240894766524434,0.0427142778411507,0.0365062390789989,-0.1570500603623178,0.5807063,-1.9901254,-0.6878701,1.7775356,-1.8663981,-0.0020954907,0.036341205
0.4881161151453852,0.7395629763603211,0.3156437189318239,0.048578880126588,0.242710838932544,0.0544205699302256,0.010064085246995,-1.687769035697929,1.5384376,-31.348244,-11.830615,7.721524,-6.8817654,-0.29053974,-0.3514251
0.3040269564650952,-0.1158030778169632,0.6272465917281806,0.0336018155422061,0.2078605401329696,0.0553366765193641,0.0473210694744429,-0.1564802771362055,1.7793894,-15.104978,-11.440506,9.317113,-6.0628777,0.095898986,0.15822236
0.4275719009712339,0.7394187122583389,0.2178731416352093,0.0393970076972618,0.3927157135680318,0.0284213043376803,0.0274855794491429,-0.033477533210654,3.587401,-43.37852,-49.075027,11.508198,-17.138712,0.18448162,0.7364476
0.6251023462601006,-0.7151357784867287,0.3211161764338612,0.0156876112613827,0.217684199148789,0.0124015979282557,0.0909843479190021,1.992862161342409,0.5808909,-1.7878004,-5.9412193,2.8960247,-2.10562,0.50760794,-0.23692426
0.8635077930986881,-0.178637258708477,0.3590158972889185,0.0239086511684581,0.0780737993307411,0.0481797427311539,0.0490775668427201,0.0184633858532304,0.118438736,-0.6903351,0.366853,1.5206811,-0.35921642,0.0051219314,0.0048304247
0.9653231673501432,-0.446348862349987,0.3086892424151302,0.021932988143526,0.2581119591835886,0.0219329003617167,0.0197973688991162,-0.102438764133429,0.30133593,-4.070975,3.215102,1.1259768,-1.1281615,-0.005103767,0.026368182
0.5848829907365143,-0.3190411731600762,0.7049502043984831,0.0143187577510252,0.3015415849164128,0.0414986645616591,0.0378913366680372,-0.0909387454794738,1.1698748,-9.458328,-2.7346406,3.7697017,-3.7970273,0.15230405,0.06926148
0.2663695345632731,-0.3075992152094841,0.6449972209520638,0.0169710710318759,0.1434566154144704,0.0345498499087989,0.0997502791741863,1.0602666484742154,1.1303325,-4.4552383,-11.486516,7.993497,-3.3232195,0.44948518,0.122782044
0.5144780007563532,-0.041493971645832,0.50294623747468,0.0074132743943482,0.198179796943441,0.0190446800924837,0.0468815294606611,0.9008359674154394,1.1347735,-4.959547,-16.004343,5.5841327,-3.9070575,0.30049992,0.18631566
0.77029276330024,0.4961084604263306,0.4755986195988954,0.0317425036011263,0.0929902838077396,0.0226745443977415,0.0242747860420356,0.0681952971294964,0.2337087,4.4202237,-7.0312777,2.4405298,-0.84881514,0.013558328,0.035377897
0.9628992934525012,-0.3511563748121262,0.3763239569030702,0.0455715320585295,0.2996361883357167,0.0391116769053042,0.0373641406688801,-0.0457096256586273,0.3409609,-2.0664666,1.6572639,1.1148407,-1.0943241,0.006269172,0.016316429
0.9156776879355312,-0.3090385600924492,0.7571017521433533,0.0476127534685656,0.2303966206032783,0.0238281290233135,0.0899385532364249,1.3282599208093495,0.46733785,1.9410036,-8.08933,0.93591344,-0.6650381,0.28117263,0.3625247
0.5389401225373149,0.2198257401585579,0.6901202294975519,0.0188557930896058,0.2217238013166934,0.0584993929415941,0.0143937394767999,-1.4022230236257065,1.2214612,-23.246698,-3.1593404,5.0810595,-3.9036276,-0.37361372,0.37331322
0.7797593764401972,0.1784843623638152,0.7513374946080149,0.0293400578293949,0.1321563389152288,0.0326341333054006,0.0343857530588201,0.05228354880355,0.29838052,2.0744584,-4.1774225,2.2330205,-0.99999785,0.02446568,0.043796305
0.6310310412198306,0.7118860602378845,0.7914806864224375,0.0123745486559346,0.3161879892461002,0.0546923619136214,0.0142988769523799,-1.3415430643462716,1.026938,-10.673293,-5.3835773,3.8320167,-4.1644044,-0.87547374,0.056290053
0.6846387234143912,0.705578224360943,0.5282435460947454,0.0244434549799189,0.0941967751830816,0.0634517874009907,0.0488533369591459,-0.2614576775159695,0.19703352,1.5488281,-2.331245,2.4323773,-0.6574643,-0.10784316,-0.045361273
0.6205837888084351,-0.0272964745759963,0.3689197963103652,0.0357506065675988,0.1787845802493393,0.0264399457536637,0.0149828829569742,-0.5679675499956943,0.8115955,-12.138471,-4.5430994,4.451891,-3.1266727,-0.065415025,0.10252732
0.9300225677713752,-0.5787176549434663,0.4973514591343702,0.0259612895268946,0.1114025792572647,0.068305677678436,0.0676751614501699,-0.0092736704825531,0.13598053,-2.2379503,2.0806289,1.1974429,-0.35995594,0.0047082826,0.0058819545
0.9411194069497288,0.6117876172065735,0.4963096543215215,0.0304074073256924,0.3156609000638127,0.0602901521883905,0.0348209185292944,-0.5489504634191353,0.33288372,0.79761016,-0.81484824,1.1489009,-1.108615,-0.18552795,-0.013309658
0.9281887342222036,-0.5882306545972824,0.7743746644817293,0.0395841409359127,0.334609505860135,0.0243736085295677,0.025904449294359,0.0609138120907177,0.41321933,-8.577412,7.918683,1.2146393,-1.5186522,0.09490958,-0.0152428355
0.9275181082077324,0.7676951229572297,0.5090897769667209,0.0205486453790217,0.2973360754549503,0.0500167447701096,0.0447916251866546,-0.1103366606173874,0.36222383,4.0862937,-4.232942,1.3310584,-1.1949221,-0.034883738,-0.016251765
0.4084654124081135,-0.0545039027929306,0.518828165717423,0.0265128373214975,0.1072988253086805,0.0496664729714393,0.0543162016335186,0.0894924376944442,0.6325318,-3.527884,-3.7450814,5.9495897,-1.9021505,0.04627937,0.050749686
0.7520891891233623,-0.1638880178332329,0.4734497261233628,0.0364588940655812,0.2210575302131474,0.0105406277813017,0.0311757204681634,1.084402498612544,0.6288968,0.23221612,-13.395447,2.444355,-2.163493,0.2653572,0.21366832
0.7465940296091139,-0.5905268922448159,0.7908433839678765,0.0351538496371358,0.1695449835155159,0.0322603283636271,0.0700528601696714,0.7754118510446563,0.34149164,1.4817058,-4.999579,1.338114,-0.70246696,0.34198958,0.13905439
0.2963258599676192,0.2686037749052048,0.2209389478899538,0.0381598150264471,0.2772158700041473,0.0339625417999923,0.0363011939068627,0.0665924252054462,3.493829,-43.510834,-48.052345,16.463224,-16.627762,0.13932514,0.27747062
0.5371377617120743,0.3933739066123962,0.5251913963817061,0.0050886828824877,0.1507301395293325,0.0632410585880279,0.0389885975653305,-0.4836845181558593,0.59169644,-2.7144687,-2.8703763,4.1188207,-1.8490304,-0.13650936,0.02639627
0.760241170451045,0.0822663977742195,0.5328508100472391,0.0267869429476559,0.2083594292867929,0.0158374301157891,0.0150308361007066,-0.0522723020519039,0.58189535,-3.7607794,-5.3042474,2.8131406,-2.4451938,0.014769375,0.05339101
0.7840179046988487,0.1335769742727279,0.3414810568094254,0.0382474197028204,0.2810023039579392,0.0264890772290527,0.0287978772893146,0.0835692112065141,0.62175477,-1.3610367,-3.60502,2.219235,-2.2380495,0.037003756,0.05062549
0.3362607576698064,0.3869129985570907,0.3969995516352356,0.0467431690683588,0.0559983637649565,0.0530311891250312,0.0646395541215315,0.1979463017903466,0.39188993,-0.4803791,-4.126629,6.723242,-1.0650363,0.035295248,0.07261307
0.5801402841135859,0.4177680015563965,0.748599212616682,0.0197128746239468,0.3685731542762369,0.0491682776808738,0.0499186986498534,0.0151470020428927,1.4420224,-2.9829915,-10.196792,4.202066,-4.598532,0.11416626,0.22648762
0.3889000135287642,-0.5899843201041222,0.3634064591489733,0.0423386342683807,0.0920038578100502,0.0457336222566664,0.0773140096059069,0.5250414318190463,0.46506765,-3.027497,-1.5931524,5.459075,-1.4302573,0.13249218,-0.10580593
0.5265033214725554,0.3262559294700622,0.4950851075351239,0.0191237181518226,0.2701866267248988,0.0381122261472046,0.0372940360284163,-0.0217017050424371,1.3497655,-6.7721043,-11.075683,5.2737045,-4.6870284,0.074741006,0.15443859
0.2812379124760628,0.0344614565372467,0.4032186903990805,0.0343932423414662,0.2449982366524636,0.0510397983528673,0.0450539793772622,-0.1247443756501076,2.4281552,-22.553293,-20.58721,11.737288,-9.331442,0.102795124,0.155894
0.7885612567327916,0.4149609297513963,0.1882581642828882,0.0309945554099977,0.3919464476406574,0.0316935619525611,0.0944578224513679,1.0920398443239552,0.7826078,-0.33171242,-3.9364285,1.8835193,-2.124831,0.10913217,0.35311013
0.8523104833811521,-0.6922518536448479,0.4726598006673157,0.0328321925038471,0.3184837215114385,0.0486693973653018,0.0479947427513778,-0.0139589628155173,0.48585063,-4.0323653,2.560942,1.4646614,-1.4351845,0.041292876,-0.020995863
0.3824189259856939,0.4279779151082039,0.5470875383354724,0.0368418399617075,0.0669929147697985,0.0231489426270127,0.046215359349735,0.6913630916647031,0.6734131,-0.47276497,-14.285699,8.521092,-1.9250542,0.13750613,0.27154207
0.7000993877090513,0.2044326797127724,0.1329526959918439,0.0157519426196813,0.0859989516437053,0.0391938839294016,0.0707455915538594,0.5905695119746426,0.22031033,-0.07496208,-1.4333037,2.3837633,-0.6015207,0.03574714,0.12351745
0.6477134815230965,-0.33101986348629,0.560285739041865,0.03441545358859,0.0750235193409025,0.0657709673047065,0.083152438737452,0.2344970199928532,0.18405426,0.07699984,-1.0309118,2.323189,-0.4553852,0.0766186,0.02802353
0.4878320329263806,-0.5086696580052377,0.6586144932545722,0.0334147969679907,0.193499759491533,0.0341291026212275,0.0130294998921453,-0.9629344604742026,1.5418186,-38.916916,-5.058608,6.858565,-5.3736753,0.01859951,0.26129454
0.4117977154999971,-0.3422025367617607,0.2816752945072949,0.0128133362578228,0.3312385442201048,0.0231624242477119,0.0941679093521088,1.4025481373558977,1.9808921,-8.072887,-23.253454,6.6662116,-7.0437765,0.33493125,-0.21817872
0.665638111308217,0.5469444200396538,0.3596659305505455,0.0458518992597237,0.3509626754093915,0.0348913637921214,0.0181194328563287,-0.6552543419676039,1.2001089,-6.9856944,-8.992117,3.7522757,-4.8145175,-0.07485032,0.0053904355
0.460722369812429,0.0515147417783736,0.676596309710294,0.0203259209869429,0.2034142659977078,0.0266094179451465,0.0252002473765933,-0.0544114002114193,1.5598656,-17.015097,-17.210775,8.083678,-6.1286826,0.13751674,0.17540854
0.9116774176806212,0.6278682619333267,0.630090475268662,0.0171253192564472,0.1779600678477436,0.0213045471906661,0.0252199335714006,0.1687141635072565,0.29373884,8.451346,-11.091456,1.4732288,-0.98006296,0.034894347,0.08241889
0.8687118090689182,0.3314646035432815,0.6942203355953098,0.0301782944984734,0.2934086785186082,0.0622718601860106,0.0128890326851978,-1.5751328710285553,0.62653303,-14.981545,2.3150065,1.2704172,-1.2968724,-0.3249272,0.46308073
0.5148320297896862,-0.7704990088939667,0.3740662237629294,0.0192540398146957,0.1107774609699845,0.0559772585518658,0.0573276129615237,0.0238368982734784,0.43670222,-4.317429,0.65576386,3.9221768,-1.2651443,0.025901586,-0.02559844
0.7839542562887073,0.2113655447959899,0.206184578128159,0.0467533332575112,0.1590912773273885,0.0508670553192496,0.0478307580202817,-0.0615465649824673,0.30537897,-0.29167187,-1.0316011,1.9326004,-0.92472184,-0.0033793151,0.007836098
0.3540528556331992,0.2839892029762267,0.4690691491588951,0.0283074276847764,0.353656298853457,0.0362145169451832,0.0330710293026978,-0.0908024075521211,3.7829263,-45.537403,-46.58778,13.977751,-17.915163,0.32514668,0.43978134
0.9744107639044524,0.6054797813296318,0.7577949187718332,0.0429504531016573,0.0946844802238047,0.0428583939373493,0.0285623229853808,-0.40581304585945,0.12630199,-5.7692075,3.808285,0.64590895,-0.20355822,-0.11304403,0.09663658
0.9236160858906806,-0.2183980122208595,0.6999979152344168,0.0174874318065121,0.2865675477776677,0.0193319001421332,0.0437237355858087,0.8161345145153223,0.44281557,3.3625755,-8.819868,1.0726986,-1.0922744,0.24529636,0.22393698
0.7895880503021181,-0.2147617474198341,0.4798504523001612,0.0487205746071413,0.3888833700213581,0.0162818254344165,0.0576267560850828,1.263937493504256,0.8181903,-0.36765838,-8.151014,1.8808311,-2.553067,0.3576814,0.18965569
0.8532931123115122,-0.391504168510437,0.5898348810151219,0.0381801970489323,0.1779067729134112,0.018636812493205,0.0193933746731178,0.0397927049946809,0.3159319,-6.5742655,4.3597507,1.7718415,-1.2552855,0.0353916,0.008377926
0.9501390415243804,-0.4391967549920082,0.5448935641907156,0.0118823036644607,0.1450575958937406,0.020718541573733,0.0490031082648783,0.8608547025300057,0.22150014,2.4624565,-6.0961304,0.7790859,-0.3910843,0.15093428,0.20538719
0.2544239325262606,0.2528304502367973,0.1351037805899977,0.0468975327536463,0.2462536449544132,0.0628668789193034,0.0647365984291488,0.0293072473298682,2.0907276,-13.758951,-14.584393,9.8451805,-7.078165,0.031749964,0.10156387
0.8441589948162437,-0.1117990538477897,0.6004407352767885,0.0100935236783698,0.386924960790202,0.0638307221792638,0.0757139606634155,0.1707279510488894,0.5960283,-0.5916773,-0.74189967,1.5282937,-1.5847105,0.10194141,0.04964692
0.8313477353937924,-0.3380172714591026,0.6404110076837242,0.0267769331950694,0.1946901538409293,0.027764588817954,0.0841153198853135,1.1084272878980157,0.40379378,1.5190322,-6.020129,1.1991045,-0.70793,0.25498623,0.2832045
0.968055000063032,-0.5927438989281655,0.5734053976833821,0.0085542014520615,0.0686626052949577,0.0334152668341994,0.0327479329379275,-0.0201730427025736,0.080643974,-5.6025877,5.4176006,1.1136037,-0.2611714,-0.00056552514,0.009153099
0.3759325786307454,-0.2440853655338287,0.3327898036688567,0.0489595239749178,0.3152432799804955,0.0549660246819257,0.0639391611889004,0.1512167635225109,1.9218458,-11.031411,-11.045001,6.671167,-6.33001,0.14425588,-0.0027625803
0.3962491223402321,-0.6438261270523071,0.106345743406564,0.0431959219137206,0.212158978683874,0.061171720251441,0.0430912442598491,-0.3503651682796347,1.3048179,-9.913435,-6.2888274,6.3383036,-4.117643,0.001020968,0.019981623
