beta,rho,volvol,v_atm_n,alpha,F,K,log_moneyness
0.8228826567344367,-0.0762341737747192,0.32472143042832613,0.04862178155686706,0.3240894766524434,0.04271427784115076,0.0365062390789989,-0.15705006036231783
0.4881161151453852,0.7395629763603211,0.31564371893182397,0.04857888012658805,0.24271083893254403,0.054420569930225614,0.010064085246995091,-1.687769035697929
0.30402695646509525,-0.1158030778169632,0.6272465917281806,0.03360181554220617,0.20786054013296962,0.05533667651936412,0.047321069474442985,-0.15648027713620555
0.4275719009712339,0.7394187122583389,0.21787314163520932,0.03939700769726187,0.3927157135680318,0.028421304337680343,0.027485579449142972,-0.03347753321065408
0.6251023462601006,-0.7151357784867287,0.32111617643386126,0.0156876112613827,0.21768419914878906,0.012401597928255797,0.09098434791900219,1.9928621613424087
0.8635077930986881,-0.17863725870847702,0.3590158972889185,0.023908651168458167,0.07807379933074117,0.04817974273115397,0.0490775668427201,0.018463385853230412
0.9653231673501432,-0.44634886234998705,0.3086892424151302,0.02193298814352602,0.25811195918358865,0.02193290036171675,0.019797368899116298,-0.10243876413342902
0.5848829907365143,-0.3190411731600762,0.7049502043984831,0.01431875775102526,0.30154158491641286,0.0414986645616591,0.03789133666803727,-0.09093874547947389
0.26636953456327317,-0.30759921520948413,0.6449972209520638,0.01697107103187591,0.14345661541447044,0.03454984990879893,0.0997502791741863,1.0602666484742154
0.5144780007563532,-0.04149397164583202,0.50294623747468,0.007413274394348264,0.19817979694344107,0.019044680092483758,0.04688152946066111,0.9008359674154394
0.77029276330024,0.4961084604263306,0.4755986195988954,0.031742503601126376,0.09299028380773963,0.02267454439774156,0.024274786042035666,0.0681952971294964
0.9628992934525012,-0.3511563748121262,0.3763239569030702,0.04557153205852956,0.29963618833571676,0.0391116769053042,0.03736414066888017,-0.04570962565862736
0.9156776879355312,-0.30903856009244923,0.7571017521433533,0.047612753468565645,0.2303966206032783,0.02382812902331352,0.08993855323642493,1.3282599208093497
0.5389401225373149,0.21982574015855794,0.6901202294975519,0.01885579308960587,0.22172380131669345,0.058499392941594126,0.014393739476799967,-1.4022230236257063
0.7797593764401972,0.17848436236381526,0.7513374946080149,0.02934005782939494,0.13215633891522885,0.03263413330540061,0.03438575305882016,0.052283548803550024
0.6310310412198306,0.7118860602378845,0.7914806864224375,0.012374548655934632,0.3161879892461002,0.05469236191362143,0.01429887695237994,-1.3415430643462716
0.6846387234143912,0.705578224360943,0.5282435460947454,0.0244434549799189,0.09419677518308164,0.06345178740099072,0.04885333695914596,-0.26145767751596954
0.6205837888084351,-0.027296474575996377,0.3689197963103652,0.03575060656759888,0.17878458024933935,0.026439945753663777,0.014982882956974208,-0.5679675499956943
0.9300225677713752,-0.5787176549434663,0.4973514591343702,0.025961289526894693,0.11140257925726474,0.06830567767843604,0.06767516145016998,-0.009273670482553124
0.9411194069497287,0.6117876172065735,0.4963096543215215,0.030407407325692477,0.31566090006381275,0.0602901521883905,0.034820918529294434,-0.5489504634191353
0.9281887342222035,-0.5882306545972824,0.7743746644817293,0.03958414093591273,0.334609505860135,0.02437360852956772,0.025904449294359005,0.0609138120907177
0.9275181082077324,0.7676951229572297,0.5090897769667209,0.020548645379021766,0.29733607545495033,0.05001674477010966,0.04479162518665462,-0.11033666061738742
0.4084654124081135,-0.0545039027929306,0.518828165717423,0.026512837321497503,0.10729882530868054,0.04966647297143937,0.05431620163351867,0.08949243769444422
0.7520891891233623,-0.16388801783323292,0.4734497261233628,0.03645889406558126,0.22105753021314745,0.010540627781301737,0.03117572046816349,1.084402498612544
0.7465940296091139,-0.5905268922448159,0.7908433839678765,0.035153849637135866,0.16954498351551595,0.032260328363627196,0.07005286016967148,0.7754118510446563
0.2963258599676192,0.2686037749052048,0.22093894788995389,0.03815981502644718,0.2772158700041473,0.03396254179999233,0.03630119390686274,0.0665924252054462
0.5371377617120743,0.39337390661239624,0.5251913963817061,0.005088682882487774,0.15073013952933254,0.06324105858802796,0.03898859756533056,-0.4836845181558593
0.760241170451045,0.08226639777421951,0.5328508100472391,0.02678694294765592,0.2083594292867929,0.015837430115789176,0.015030836100706674,-0.05227230205190396
0.7840179046988487,0.13357697427272797,0.3414810568094254,0.03824741970282048,0.2810023039579392,0.026489077229052783,0.028797877289314662,0.08356921120651413
0.33626075766980645,0.3869129985570907,0.3969995516352356,0.04674316906835884,0.055998363764956594,0.053031189125031235,0.06463955412153155,0.19794630179034667
0.5801402841135859,0.4177680015563965,0.748599212616682,0.019712874623946847,0.36857315427623694,0.049168277680873874,0.04991869864985347,0.015147002042892722
0.38890001352876424,-0.5899843201041222,0.3634064591489733,0.04233863426838071,0.09200385781005026,0.045733622256666426,0.07731400960590691,0.5250414318190463
0.5265033214725554,0.3262559294700622,0.4950851075351239,0.019123718151822688,0.27018662672489885,0.03811222614720464,0.0372940360284163,-0.021701705042437108
0.2812379124760628,0.03446145653724675,0.40321869039908054,0.03439324234146625,0.24499823665246367,0.05103979835286737,0.04505397937726229,-0.1247443756501076
0.7885612567327916,0.4149609297513963,0.1882581642828882,0.030994555409997706,0.39194644764065745,0.03169356195256114,0.09445782245136798,1.0920398443239552
0.8523104833811521,-0.6922518536448479,0.4726598006673157,0.03283219250384718,0.3184837215114385,0.048669397365301854,0.047994742751377814,-0.013958962815517322
0.38241892598569394,0.42797791510820393,0.5470875383354724,0.03684183996170759,0.06699291476979852,0.023148942627012732,0.04621535934973508,0.6913630916647031
0.7000993877090513,0.20443267971277246,0.13295269599184395,0.01575194261968136,0.08599895164370537,0.03919388392940164,0.07074559155385941,0.5905695119746426
0.6477134815230965,-0.33101986348629,0.560285739041865,0.03441545358859003,0.07502351934090257,0.06577096730470658,0.08315243873745204,0.23449701999285325
0.48783203292638067,-0.5086696580052377,0.6586144932545722,0.0334147969679907,0.19349975949153303,0.03412910262122751,0.013029499892145396,-0.9629344604742026
0.4117977154999971,-0.3422025367617607,0.2816752945072949,0.012813336257822813,0.33123854422010485,0.0231624242477119,0.09416790935210884,1.4025481373558975
0.665638111308217,0.5469444200396538,0.3596659305505455,0.04585189925972372,0.3509626754093915,0.03489136379212141,0.018119432856328787,-0.6552543419676039
0.460722369812429,0.051514741778373674,0.676596309710294,0.02032592098694295,0.20341426599770784,0.02660941794514656,0.02520024737659331,-0.0544114002114193
0.9116774176806212,0.6278682619333267,0.630090475268662,0.017125319256447256,0.17796006784774365,0.021304547190666198,0.02521993357140066,0.16871416350725657
0.8687118090689182,0.33146460354328156,0.6942203355953098,0.03017829449847341,0.29340867851860825,0.06227186018601061,0.01288903268519789,-1.5751328710285553
0.5148320297896862,-0.7704990088939667,0.3740662237629294,0.019254039814695718,0.11077746096998453,0.05597725855186582,0.05732761296152377,0.023836898273478485
0.7839542562887073,0.2113655447959899,0.20618457812815905,0.04675333325751126,0.15909127732738854,0.050867055319249635,0.04783075802028179,-0.06154656498246735
0.3540528556331992,0.28398920297622676,0.4690691491588951,0.02830742768477649,0.353656298853457,0.03621451694518328,0.03307102930269784,-0.0908024075521211
0.9744107639044524,0.6054797813296318,0.7577949187718332,0.042950453101657335,0.09468448022380471,0.042858393937349325,0.02856232298538089,-0.40581304585945
0.9236160858906806,-0.21839801222085953,0.6999979152344168,0.017487431806512178,0.2865675477776677,0.019331900142133235,0.043723735585808755,0.8161345145153223
0.7895880503021181,-0.21476174741983411,0.4798504523001612,0.04872057460714132,0.38888337002135814,0.016281825434416534,0.057626756085082886,1.263937493504256
0.8532931123115122,-0.391504168510437,0.5898348810151219,0.038180197048932316,0.17790677291341128,0.01863681249320507,0.01939337467311785,0.03979270499468094
0.9501390415243804,-0.4391967549920082,0.5448935641907156,0.011882303664460778,0.14505759589374068,0.020718541573733092,0.049003108264878394,0.8608547025300057
0.2544239325262606,0.2528304502367973,0.13510378058999778,0.04689753275364637,0.2462536449544132,0.06286687891930343,0.06473659842914882,0.02930724732986823
0.8441589948162437,-0.11179905384778976,0.6004407352767885,0.01009352367836982,0.38692496079020205,0.06383072217926383,0.0757139606634155,0.1707279510488894
0.8313477353937924,-0.33801727145910265,0.6404110076837242,0.026776933195069436,0.1946901538409293,0.027764588817954065,0.08411531988531351,1.1084272878980155
0.9680550000630319,-0.5927438989281655,0.5734053976833821,0.008554201452061535,0.06866260529495777,0.03341526683419943,0.03274793293792754,-0.02017304270257369
0.3759325786307454,-0.24408536553382876,0.3327898036688567,0.04895952397491783,0.31524327998049556,0.05496602468192578,0.06393916118890047,0.15121676352251098
0.39624912234023213,-0.6438261270523071,0.106345743406564,0.04319592191372067,0.212158978683874,0.061171720251441006,0.04309124425984919,-0.3503651682796347
0.8598945690505206,-0.1355172708630562,0.5053823362104595,0.011829684088006616,0.19300181856378912,0.06170073630288244,0.07003089122474195,0.12664058347804755
0.8464747848175466,-0.5861679255962372,0.753035198058933,0.025420558745972814,0.29596190811134876,0.03793392300605774,0.03365713655478534,-0.11962066240806722
0.9727335730940103,0.04708224385976789,0.37765664514154196,0.025083891055546703,0.19256440144963566,0.03426372012123466,0.059363268092274664,0.5495885808306826
0.9547304003685713,-0.12823042720556255,0.21820410415530206,0.02503984360955656,0.3061701179482043,0.03353323630988598,0.040150348445226,0.18009404329108167
0.4505964249186218,0.6782553598284722,0.3669048683717847,0.011967003550380469,0.13638972896151247,0.04002040579915047,0.046718488661693244,0.1547505201330062
0.9756605564057826,0.2514533460140229,0.48856702232733373,0.012051975973881782,0.05649198405444622,0.050596122592687615,0.04711495028559042,-0.07128457826771648
0.6689215323328972,-0.26085446476936347,0.6058788388967514,0.023180060856975618,0.3320709093939513,0.014656579047441484,0.01184413334254696,-0.21305664798072013
0.7539895229041577,0.19751057624816892,0.30045315343886614,0.02576345645356924,0.38887654175050557,0.046474838312715296,0.04049360732349021,-0.13776693679570906
0.3980075893737376,0.6801276519894601,0.6874405784532428,0.02440443818457425,0.19762614830397074,0.06948334015905858,0.06657872357405722,-0.04270195324286318
0.5322143855132162,0.6957469657063484,0.43341759834438565,0.03158088818658143,0.1771304635796696,0.057441549152135854,0.059008446130813026,0.02691269412451074
0.6502273952402174,0.4081627786159516,0.2502001981250942,0.01067683611996472,0.24523729523643856,0.01503900857642293,0.08272352588828653,1.7048566369984461
0.7199766564927995,0.1847617983818054,0.5015524064190686,0.04583129968494177,0.2894646232482046,0.021626070793718102,0.02134112993068771,-0.013263374638257223
0.3252716247178614,0.14011939316987987,0.5098187897354365,0.026001365501433615,0.058604197576642036,0.03871629482135177,0.03641631282441251,-0.06124373746404381
0.5967721586860717,-0.055095693469047524,0.409465365856886,0.029269888475537305,0.32298689312301576,0.018077060729265213,0.019414958407088605,0.0714000494092091
0.33216296656057237,0.3063584387302398,0.5980455859564245,0.018130747904069724,0.32288401760160923,0.06582016795873642,0.07497092893845414,0.13017412893987984
0.8938770681805909,0.4886286795139314,0.6696743343025446,0.039149167267605665,0.15936823757365348,0.03332800278440118,0.06861692974343897,0.7221413254833221
0.9207931678742171,-0.6191887855529785,0.6494056455790996,0.033470512316562236,0.24978605601936582,0.03190348716452718,0.03439491117879048,0.07519330326867736
0.8658667911589145,-0.41508014500141144,0.6427507204934955,0.006863644924014807,0.3257119768764824,0.054209371395409114,0.06135246984821049,0.1237816311973461
0.6333664735034108,-0.5569561555981637,0.6504194527864456,0.010978700681589544,0.3088612976484001,0.020826671477407216,0.06386202679481358,1.1204904770262833
0.5418904951959849,-0.27307693958282475,0.36071364898234604,0.04394908716902137,0.2733069199603051,0.019596827514469624,0.037295285561122,0.64349923456952
0.28294311426579954,-0.0895160660147667,0.60966144669801,0.007833158960565925,0.2520091810263694,0.04199667299166322,0.06761365070473403,0.47621949550354953
0.43849750267341736,0.29241722226142874,0.16076387679204346,0.04572290445212275,0.2035476131830365,0.04523396968841553,0.07978282939177007,0.5674599644228848
0.4999388717673719,-0.6705545037984848,0.7624281274154783,0.029070238205604258,0.31724862721748653,0.06374733392149211,0.027583995405584576,-0.8376916344042956
0.3334247535280883,-0.5765710875391961,0.5811660482548178,0.032542250780388714,0.05532058323733509,0.061515025459229954,0.0633693260870939,0.029698467323318663
0.8691122129373252,0.38130172342061996,0.7667968223802746,0.010231386539526283,0.3899052464403212,0.019281441140919925,0.024577089380687162,0.2426716486345523
0.3097922767885029,0.46407420635223384,0.4901165521703661,0.04329136790242046,0.27131067328155045,0.04035131193697453,0.009476026389747857,-1.448858836918486
0.9592997675202787,-0.3202320128679276,0.6584855573251843,0.030562719381414357,0.27249572542496026,0.04753198327496648,0.007508199056610465,-1.8454071855847007
0.9199573222920299,-0.1848698928952217,0.554913092032075,0.008349502300843597,0.21757797305472198,0.056855722963809974,0.028634216701611877,-0.6859144920269441
0.6295451112836599,0.14098709225654604,0.38977716621011493,0.02966972508002073,0.23915736512281005,0.029947199244052175,0.07181858338415623,0.8747074582722185
0.6916685881093144,-0.3149738863110543,0.12099840035662056,0.010549865793436766,0.33196168444119395,0.03617758287116885,0.016785912103950976,-0.7678996999342748
0.9449768628366292,-0.7466081023216248,0.487453689519316,0.025788375223055486,0.09984588176012041,0.01610214212909341,0.018942728933996095,0.16246784584695603
0.872508866712451,0.5930110663175583,0.5579548154957593,0.0196423579659313,0.27239494323730473,0.05473085010424257,0.06839778963942081,0.2229129711658433
0.6450661834701896,0.3541302293539048,0.22846516855061055,0.04077369740698487,0.37715072296559815,0.04464905852451921,0.04447389966246131,-0.003930728762763114
0.37902348171919586,0.5321305632591249,0.11126528307795525,0.027962965662591162,0.18134497581049802,0.047431867141276604,0.028475426454097032,-0.5102528197055068
0.9216205138154328,-0.4568577602505684,0.5519204787909985,0.03233042822685093,0.3093168744817376,0.02641737636178732,0.08508204406127334,1.1695940260523545
0.5859946759603918,0.24916161000728598,0.4496742157265544,0.03872720742598176,0.2023672581650317,0.02345741577446461,0.025410967516336893,0.07999419019420508
0.5336848165094852,-0.7136365428566933,0.38371322751045234,0.02938794640824199,0.3084785976447165,0.030978242456912997,0.09852165134157986,1.156991232757509
0.6515341607667506,0.2384359598159791,0.548325769044459,0.028543311664834623,0.32090173386968673,0.06971768822520971,0.05118072170298547,-0.3090911302140264
0.565469714961946,0.22990955412387848,0.6922867204062642,0.01690364557784051,0.27520340862683956,0.05555099122226239,0.06707155203072554,0.188458630593461
0.6121612476371229,0.2742419406771659,0.1865301286801696,0.007310976702719928,0.3058717484585941,0.03947048271074891,0.01482022172305733,-0.9795605385877069
0.2786695453710854,0.6669846564531328,0.4589691182598472,0.033216335461474955,0.18568051578477024,0.06053745409473777,0.09814498167950661,0.4831835408877637
0.4338174603134394,-0.048408739268779755,0.6170101792551578,0.031616109320893884,0.24596113432198763,0.027757311649620538,0.0228349100706248,-0.19520877995225025
0.7178107015229762,-0.6409985527396203,0.3134822426363826,0.005024824892170728,0.31042242916300894,0.033939581084996465,0.038718467177823186,0.13173475735620827
0.6660605089366436,-0.7044361114501954,0.702593959402293,0.03842776959296316,0.12673358195461334,0.051543370299041276,0.027028134516440334,-0.6455452523895926
0.7641234305687249,-0.07475541234016414,0.536836837604642,0.022677756366319957,0.20676106726750731,0.04134445626288653,0.01987057670019567,-0.7326982640633808
0.852100871745497,0.1651646703481674,0.6690861590206624,0.01063100663945079,0.12834912026301026,0.052003104500472554,0.052379071089809465,0.0072036861283744265
0.9477165962941945,-0.25957688838243487,0.15868842666968705,0.009093000371940434,0.390879579866305,0.011010010782629252,0.009243787763402846,-0.17485319732381815
0.6951269226893783,0.5928775101900101,0.29193534450605513,0.007306844382546843,0.26288459748029713,0.04834430508315564,0.0471536542661488,-0.02493692064205751
0.49394241537898775,0.6548040226101877,0.3583721942268312,0.032741729598492385,0.21874890448525552,0.02916266864165664,0.07713423249311746,0.9726577630810613
0.974895838201046,-0.5128896221518517,0.4223366961814463,0.04259462333284319,0.30889910412952304,0.018581208623945716,0.018822875257634854,0.012922118197522777
0.9554578677751124,-0.03211145401000981,0.3495351724326611,0.028120334260165695,0.3844359393697232,0.016579052582383156,0.016489280765662497,-0.00542948665178121
0.8379803740233183,-0.31739249974489214,0.3356130993925035,0.03314698422327638,0.25359434089623395,0.02937750604003668,0.0978830052074045,1.2035436602535952
0.418169434517622,-0.17592615187168126,0.1309757466427982,0.031050684447400275,0.24061622805893423,0.03410721965134144,0.08535531427245588,0.9173136299107649
0.9028661411255599,0.5907961189746858,0.7504008982330561,0.03955066344700754,0.07985312715172768,0.02281038912013173,0.007860765387304127,-1.0653321161212923
0.46878174412995577,0.3728984266519546,0.3166592589579523,0.025035031558945778,0.2126103307120502,0.053264769129455096,0.05638774505870935,0.056976728023220465
0.5803941458463668,-0.7257099449634552,0.1121702577918768,0.015597422234714033,0.1642441943753511,0.05360800515860319,0.052391456878386734,-0.022954865536034735
0.6286884325183928,0.3183661177754402,0.6376168830320239,0.040871750544756655,0.314057102939114,0.0333747623488307,0.026956718860842884,-0.21356742139786955
0.7959413606673479,0.6439706534147263,0.48999636182561523,0.01781021168921143,0.2142276983242482,0.025059762299060824,0.02471767593727255,-0.013744851462769237
0.8664031114056706,-0.32322896867990497,0.30934135075658564,0.04149444573558867,0.2739329773467034,0.035340720973908904,0.03452194082105788,-0.0234407800316322
0.936936533972621,-0.7981302231550217,0.407610232103616,0.04084214511793107,0.15722118546254935,0.02869666572660208,0.09262598289176822,1.1717887558339304
0.9645184237137436,0.7642815008759498,0.40322197088971734,0.031169128031469887,0.32024175776168706,0.04168064808472991,0.04567613602783695,0.09153902755601612
0.9701685526408255,0.6545965686440469,0.4723079198040069,0.025733470614068214,0.23300884948112072,0.017320974562317133,0.00595344522036612,-1.0679480889653659
0.6435842273384332,-0.2262661129236222,0.6190817680209876,0.04307431453838945,0.13932681507430972,0.03778634971007705,0.0357904299791364,-0.05426737997340215
0.44916433913633225,-0.5952186927199364,0.7139114350080491,0.030437257252633576,0.10253704288043083,0.050245635770261296,0.047065820536496515,-0.065376633864882
0.4179982969723642,-0.06673943698406215,0.28251315997913484,0.045114037934690716,0.20459571918472652,0.010707562267780303,0.0090312599352523,-0.1702583604237841
0.739496601279825,-0.5697979956865311,0.6714035257697105,0.04408171691466123,0.2998466198798269,0.04856509508565069,0.05443024472671745,0.11401490385212666
0.7069323058053851,-0.6748750865459443,0.2728546158410609,0.01778580790385604,0.3349216586910188,0.017210207153111695,0.07207573023624719,1.4322147281510362
0.6328396501392126,-0.48797494620084764,0.5736638380214573,0.04640201328787953,0.15200970233418049,0.02081728279590607,0.02312926804971416,0.10531528533329028
0.43978778304532173,0.46019042730331416,0.45857974644750366,0.016611916036345067,0.12745590759441258,0.03950260763987899,0.042302184752188624,0.06847204777880903
0.37152673084288834,-0.49498758614063265,0.6116381098516286,0.03866448040585965,0.308197459531948,0.05330305811017752,0.051732849671543756,-0.02990073504658678
0.6906440412625671,0.7139219462871551,0.1440966432914138,0.0465687168110162,0.1851246949285269,0.032368865683674815,0.06837147724814714,0.7477587132494788
0.5559215313196182,0.6088899046182632,0.6162885919213296,0.007556839506141841,0.3676124725025147,0.02131169432774186,0.0061235780455172065,-1.2471093778807625
