beta,rho,volvol,v_atm_n,alpha,F,K,log_moneyness,T,Shift,SABR_volatility
0.753069762838785,-0.5564062448522867,-0.32167130658143517,-0.2300564979055746,-0.9910994953268056,0.37228574496380373,0.0892647443829957,0.29181446750268464,1.0,0.0,0.34404929616490304
0.18726215977884153,0.3624487474205848,0.647321833517315,0.18793161584240936,-0.9948797201793929,0.7347881228044733,0.7480344089008573,0.9467821846735659,1.0,0.0,0.6020434260865097
-0.6731721775839876,-0.04094427665594625,-0.9338242963813725,-0.7742752186984753,-0.9991808517768902,-0.7179657232299758,-0.8086414124080409,-0.4627117173012129,1.0,0.0,0.10497078801769982
-0.563239733271705,0.5999863155610516,0.5046137996929763,-0.10426105230637184,-0.9985786713913644,0.9953528581425961,-0.07269952030063132,-0.9138173147489066,1.0,0.0,0.32571652891193403
0.07650570942077817,-0.8091985275261301,-0.7952721328050221,0.9243658590919033,-0.9411937155751563,-0.9574703265584993,-0.8004702163122561,0.6471590965416463,1.0,0.0,0.8283734170300558
0.9873203044654351,0.11530335227876386,0.23610268678010327,-0.9000724527012888,-0.9935356512242798,-0.08708507879546512,-0.18891769259235947,0.4232486639597488,1.0,0.0,0.08733165878459909
-0.49620327583606505,-0.2937214189726388,-0.4641313702074923,0.06372153043086093,-0.9976767719635069,0.11562776035041145,-0.22508403290434775,-0.06521805537564394,1.0,0.0,0.4320328414219594
-0.12840284583547823,0.42742931060988754,-0.534985322579326,0.26906114846287243,-0.9960193301967203,0.48145771982355257,-0.2095554581663006,-0.6101335452230054,1.0,0.0,0.47563167658595285
0.6382888824360253,-0.23379226420197427,0.7590420755513914,-0.6986431866163028,-0.9925812940563219,-0.4409503077285457,-0.3226216519421917,0.860182258774035,1.0,0.0,0.18419777946853205
0.2980755813122844,0.9121561153594366,-0.20970691672623265,0.7195164871997433,-0.9833548389288262,-0.5769826040293208,-0.6055711206973559,0.18459667907399735,1.0,0.0,0.7205911625639285
-0.812368055661239,-0.7492522355401866,0.49638567462864414,-0.30520004244477894,-0.9991530807405522,0.5955752642305061,-0.03887886841623045,-0.3271571037732411,1.0,0.0,0.2889944425194817
-0.8213505538218533,0.9697127623803008,-0.8495662173329757,0.12614476180867062,-0.9983983295576352,-0.1776775063439171,-0.07779822041650575,0.905965571308376,1.0,0.0,0.5055855005597578
0.3202422283614448,-0.6818064876584998,0.5772805759015465,-0.8379579929327506,-0.9975280116096243,0.1510523991117183,-0.356239514427624,-0.5295315396857405,1.0,0.0,0.08459969295343725
0.7454110952281434,0.48510800440739,-0.391342523813873,0.8615151843477125,-0.9854989206040404,0.7734174035682941,0.09534130724908807,-0.25513876248270617,1.0,0.0,0.7190418604810674
-0.23991976498929168,-0.16646862270463106,0.18193067243719918,-0.16692501398773807,-0.9952720098923634,-0.8053530318758128,-0.7517154913280362,0.24137203836005505,1.0,0.0,0.359571018019886
-0.38553614272042247,0.04992500824446743,0.8151060473695781,-0.49239764900932326,-0.9977684595951213,-0.658306016116757,-0.5489727717880296,0.6994516964127565,1.0,0.0,0.24746632836089325
0.8790946185886446,-0.35336114666739193,-0.6019752502774323,0.5321393360901823,-0.9845049345591826,0.6383346116429416,-0.20951255209099706,-0.8298822554067652,1.0,0.0,0.5376187826398279
0.05519075583119104,0.5344858651424117,0.42951783201764293,-0.5110184049459197,-0.9972930272674895,0.2502494047811701,-0.11725954295508556,-0.003240842305465258,1.0,0.0,0.21914556613699462
-0.5531556694478201,-0.8687162084442449,-0.153520859820941,0.4569875928381739,-0.9966694362891678,-0.29616393630243576,-0.3262134027475958,0.47904169617034276,1.0,0.0,0.605892698855585
-0.6948504949507074,0.3029427198088595,0.2868145519489085,0.6581788987822796,-0.9973559226662226,0.011236738810014968,-0.14409051207007995,0.35028974194590623,1.0,0.0,0.6875660786044524
0.19673298762189662,-0.10643295455278594,-0.014965849952050192,-0.3684335883211878,-0.995484675459953,-0.03511489400856149,-0.3396769744654987,-0.13038800220189334,1.0,0.0,0.2654805335178036
0.8650749520681202,0.7875492362090772,0.9539013975844952,0.33094624174246534,-0.9487923012440537,-0.9154482778796443,-0.9080426402331139,-0.3903474631882693,1.0,0.0,0.5048564241496806
-0.3702652077600088,-0.6217728759724882,-0.74443819000014,-0.6349842540376659,-0.9990200802717785,0.8812540581450836,0.9129635925061252,0.9942258095104083,1.0,0.0,0.18195228428214633
-0.004143286240825272,0.7244099382723745,-0.2527889445422802,-0.9619534699109848,-0.999089072420444,0.5279951853358047,0.34783321886855045,0.5762345966666691,1.0,0.0,0.07475196795568535
0.5104586225254577,-0.9366169754699568,0.03922405430810327,7.378282647407808e-05,-0.9852912919340825,-0.5507135418432727,-0.6030617687117429,0.11511868977232165,1.0,0.0,0.4225697784075511
0.42779421076369406,0.23985107823255847,-0.99202486526379,-0.042927510152078296,-0.9889663414134618,-0.4362237769074442,-0.6955838927883479,-0.6707995466832648,1.0,0.0,0.35309520410166556
-0.9305810670581005,-0.421263731728116,0.7160821253714205,0.9875881901873349,-0.9979542813142807,0.3925678368132206,0.3563295856568425,0.791124834957767,1.0,0.0,0.8144875405441291
-0.9190402213145291,0.34784854039352425,-0.8886655703119111,-0.3445753172954018,-0.9993720198382596,0.8730102344587323,0.5716873176307471,0.504746706525762,1.0,0.0,0.2936157317497377
0.41018012037356444,-0.06140696110871892,0.6631808837844329,0.6797785091934565,-0.9711336401039853,-0.8307786124030458,-0.802057519364412,0.031060776405257756,1.0,0.0,0.6864891109810666
0.5306553465925319,0.8637967882498475,-0.3678238805153069,-0.6446173242881345,-0.9942363374267879,-0.21866696011919573,-0.6287960531380034,-0.8704730592591071,1.0,0.0,0.12415654053750906
-0.017290195706838096,-0.5456454893401571,0.08044965487394329,0.32344974375343205,-0.9947276693705261,0.2350775415533024,0.16522716057451747,0.6724724501304522,1.0,0.0,0.5797570852228955
-0.3582188804431061,0.679589949057886,0.9166024960109782,0.02532650940612724,-0.9975082069211131,0.353811967015935,0.06764457659863043,0.2729011379415376,1.0,0.0,0.4500363423154026
0.8440256106342314,-0.981560944986025,-0.6254789393636204,-0.9388372708826768,-0.994122040747229,-0.31762360068615036,-0.5347730583240676,-0.2220296106319576,1.0,0.0,0.04593175761942194
0.21545147500394046,0.1636245043785785,0.34363246344507914,0.9793648812449702,-0.9798374375135203,-0.6954478249735795,-0.8125062306095425,-0.5709378586131137,1.0,0.0,0.7276402291624197
-0.7055425381702687,-0.4973663178295533,-0.11440609066591634,-0.04889220318992371,-0.998691380067031,0.7262035838021732,0.6977836520184366,0.8837932374571714,1.0,0.0,0.4099237547060952
-0.5347786104967824,0.9248088492422063,0.4506919349739249,-0.8126737718203405,-0.9987896053964366,-0.9408128151939419,-0.768051805975289,0.7678578660926622,1.0,0.0,0.12335059583090725
0.04441287864852739,-0.7268343885491371,-0.22610306686633463,0.1491703297581528,-0.9960484850294755,0.9809079322484573,0.0031127611959549384,-0.7146180359273389,1.0,0.0,0.43990347506897676
0.8924551592517114,0.4088585449200496,0.8056341707008943,-0.17505391384864866,-0.9872570196986251,0.09520083803866375,-0.16290627664805202,0.14402418513117732,1.0,0.0,0.3676663357259224
-0.405519235590442,-0.242594101890392,-0.5176908169444403,0.8555228492965554,-0.9952921922921921,-0.07616539099677522,-0.11269485675048418,0.6041241525127106,1.0,0.0,0.788424526019514
-0.21908405475245707,0.09474690490552627,-0.4795213335814912,0.5559031533244243,-0.9936152841037609,-0.45774448450409433,-0.30237206846477793,0.9696993934050923,1.0,0.0,0.7122923511241959
0.7331511367141865,-0.30841908459789397,0.18750674207395912,-0.4707703518747445,-0.9936526567942917,0.49606935583504974,-0.1337752358594113,-0.4254576250627027,1.0,0.0,0.21429916664424173
0.3301713030200979,0.6107105315498215,-0.780872202369306,0.44732307276503835,-0.9924107881019985,0.6159252007079719,0.07393520700086009,-0.09480824156787758,1.0,0.0,0.5817469354195227
-0.8408320097648057,-0.7926117148962375,0.5522197114608378,-0.5184243165662175,-0.9991329863681404,-0.5877943074871598,-0.5701053549977662,0.3769435358222958,1.0,0.0,0.2096200620670463
-0.7912099763056912,0.5510748534535483,-0.1688792308379472,0.9176944187537366,-0.9974455356623444,0.1383941496399328,-0.35463407718450857,-0.5020518010954609,1.0,0.0,0.7317856448474488
0.28592054587718163,-0.8579860018810906,0.3809551486986722,-0.11270281474981414,-0.9928916987585169,-0.15892995048022107,-0.05339493085881397,0.9256002674341991,1.0,0.0,0.4142452825382992
0.6488684026945823,0.035233273585891386,-0.5875496883067977,0.08657158519513275,-0.9745452676204566,-0.7964947149576852,-0.7317194371819571,0.32196478828780767,1.0,0.0,0.48177485241980916
-0.14700878045305865,-0.37391547796709074,0.8627359216421775,-0.8755741641849152,-0.9991584537003656,0.7511140880026814,0.12459953923197253,-0.1638786098645715,1.0,0.0,0.07081456961406866
-0.4784461437424947,0.4763007126139357,0.13632551059850018,-0.7058583389106068,-0.9992485658125911,0.6508261584489334,-0.19062441535900776,-0.7939873873272133,1.0,0.0,0.1179514379039754
0.9756363872149638,-0.18504102760636526,-0.40764795024200784,0.26019783693328424,-0.9589227294776524,-0.6769169140210259,-0.5599134150026546,0.7175282494800781,1.0,0.0,0.6075682820701945
0.08951336222269535,0.9921289105517488,0.6239710246152717,-0.28290888616397436,-0.995191176436677,-0.30513024501297825,-0.3105546563140379,0.5499493584869958,1.0,0.0,0.3546150118536964
-0.583297230478143,-0.6691592674884721,-0.8321755040298142,0.7435778910690067,-0.9969247179202064,0.27262971363262944,-0.06814991755579225,0.08425298808085169,1.0,0.0,0.6995246234204676
-0.6608035109518309,0.22131080188399055,0.7310257125844029,0.3861170996758183,-0.9976140213934237,-0.049941112710841784,-0.39641716977886987,-0.290115865835781,1.0,0.0,0.5444030434410803
0.1663177116203478,-0.43003496085985304,-0.9438753563268836,-0.5817704014656863,-0.9967454789290664,0.02775713766973653,-0.18376231290983602,0.21195010912229678,1.0,0.0,0.195188643022223
0.772438666017274,0.7371541401789544,0.02536193904402051,0.6176604167300837,-0.9874507541435898,0.8917919836870958,0.8068167723510318,0.8351839494342047,1.0,0.0,0.8123557324259355
-0.27344781674106167,-0.9141075412396864,-0.2998569815302876,-0.40699503520528413,-0.9959625506365279,-0.9360127970478931,-0.9462964991486937,-0.6468714504980939,1.0,0.0,0.23458591441747556
-0.10095969374561231,0.7983040607545278,-0.6992442950804416,-0.23682240693864842,-0.9955663931904006,-0.5359948380333063,-0.625855705964199,-0.035403930258581906,1.0,0.0,0.32100379554949093
0.603093984669063,-0.6051555740013256,0.9697977625977972,0.7917435012672889,-0.9865016969373785,0.5115522566620307,0.2688009352401779,0.45185029319214054,1.0,0.0,0.7707675919088448
0.45821041067248425,0.28247785967484274,-0.061088738991992964,-0.7514565988535067,-0.996857112556424,0.3818627317053138,0.25805126810548384,0.6234495707315039,1.0,0.0,0.1605459944248449
-0.9646290345711376,-0.12103915215423092,0.2699891928153626,0.2125204758241548,-0.9985532521723681,-0.41552307667986943,-0.737511763233188,-0.9602144387702513,1.0,0.0,0.46333923393479326
-0.9805047953486786,0.8136273111098341,0.7709457589975237,0.7166653694530751,-0.9984631496103048,0.6971492908977988,-0.09227986381337483,-0.5956187112216901,1.0,0.0,0.6469826485084506
0.4716445640175788,-0.5272088894185448,-0.5621387634132482,-0.2550035024766968,-0.9868948597794677,-0.7254834888671603,-0.5722719058107104,0.8396383520681158,1.0,0.0,0.3711202944856594
0.5921202931699239,0.3294174243808012,0.46886982326364635,0.2959006007508538,-0.983553164811587,-0.35498063493115817,-0.4533059443786086,0.1885014719600292,1.0,0.0,0.5545125727286216
-0.07875522051831108,-0.011228185166676017,-0.19816564381117563,-0.7406007896025494,-0.9984744405400519,0.3174286733585163,-0.20569077677900283,-0.34992431993935685,1.0,0.0,0.1178589313059138
-0.29663234692761664,0.14348622368555328,-0.798981414537707,-0.9112920772714059,-0.9992688703039109,0.21725520728058623,-0.4454354381557353,-0.9520923086500099,1.0,0.0,0.04549405942540918
0.7824389765320663,-0.4454803772072083,0.5243357048224899,0.12129842461388818,-0.9821355057818352,-0.2355172825671883,-0.2199867645459701,0.6564552295103705,1.0,0.0,0.5252505992122052
0.15386433051753334,0.6277094923444301,-0.44477952036336466,-0.08577538231877657,-0.9893648835592479,-0.871554059120866,-0.7720974293165139,0.4058203122789208,1.0,0.0,0.41167777450085197
-0.6439555613283203,-0.9614133654909701,0.23202334976203254,0.8898044078858316,-0.9973122622641531,0.831255145514572,0.2241346579660064,-0.060835227706021,1.0,0.0,0.7446832230946971
-0.596243203158094,0.39823591163758604,-0.33307300684762775,0.24712433268793066,-0.9968878337321894,-0.6163649268187295,-0.7074890548286866,-0.1999324253909079,1.0,0.0,0.49622229181879385
0.10587730366537995,-0.2002383529587062,0.12495815584399628,-0.7870533177886286,-0.9983548168491811,0.5863825695516791,0.24989687947645978,0.3099291615624032,1.0,0.0,0.11786068575374878
0.9539200946528061,0.8824438015084909,-0.9067828891983327,0.7639767114081781,-0.9794158911373857,0.4582210325187488,0.4976739085027386,0.938388502846944,1.0,0.0,0.8898380526908576
-0.46698427157821243,-0.7162172391755628,0.6353059375956378,-0.2100159302051645,-0.9975293427957902,-0.49461316559405555,-0.6809091505858859,-0.43035526213479364,1.0,0.0,0.31809758738675153
-0.15749751006067036,0.566638319135804,0.3618031987483121,-0.3792126340729862,-0.9972921800670282,-0.09448075800677946,-0.3137893149760752,0.07130500980042137,1.0,0.0,0.27292628366519384
0.6715645137883186,-0.780287400842361,-0.0864624683558004,0.5908690892655208,-0.9832135825279632,0.07786684201786631,-0.026264915051740667,0.5219372889481843,1.0,0.0,0.702042302449801
0.2685841771608526,0.08241329204962027,0.8819202835625646,-0.6163896311488345,-0.9975993771701032,0.94061787296318,0.7981710036268235,0.7646199736552541,1.0,0.0,0.23871076741653363
-0.7792450142956953,-0.2643523560927657,-0.6699340388189168,0.42169890779583374,-0.9961702042290846,-0.9820766150668085,-0.9809530895627339,-0.7709885997507284,1.0,0.0,0.518722221459686
-0.8547507636344822,0.017046422498597526,0.051131530327281016,-0.022085678020508537,-0.9988399759330163,0.3065710999350981,0.17337517431940652,0.5727079226118518,1.0,0.0,0.42090076710572744
0.3494612326192974,-0.3239807285196558,-0.27993853319493667,0.9515976852692063,-0.9837554412830667,-0.2721683817118248,-0.4123873850526818,0.13437337345193157,1.0,0.0,0.8023999772903236
0.7124076253417546,0.501149402808143,0.6885624814333777,-0.9744342767075446,-0.9940567046484767,-0.6522531124782637,-0.8071645434626451,-0.6855180143906113,1.0,0.0,0.018092301842928253
-0.2105481707446899,-0.8397936668849075,-0.9804874445299985,0.059930533932741614,-0.9970774308537377,0.6764618525913932,0.6082783718637519,0.8121202287472804,1.0,0.0,0.46779461853242094
-0.4150275468718545,0.9400041740109375,-0.01867892425777984,0.3590311383051128,-0.9973602416801896,0.7953107266267154,0.431796910232948,0.3681535201835665,1.0,0.0,0.5918329754200213
0.9122176599541882,-0.648767646596883,0.3065326048971566,-0.6792364980836696,-0.9834196111813331,-0.7513242165210364,-0.7777492726957002,-0.1347654251282167,1.0,0.0,0.1467985996644316
0.026096091605998684,0.45591839052437616,-0.7250825475829679,0.6529873568434139,-0.9920237253229702,-0.1367078849064347,-0.46511361301216314,-0.35892674710398254,1.0,0.0,0.634746877397527
-0.5198800380955271,-0.13291080715666467,0.94982591274769,-0.31679321050453146,-0.9984967687315761,0.1596347249994874,0.25795378182698014,0.9858793029728402,1.0,0.0,0.33285400100292517
-0.7243442871043245,0.6950333722725945,-0.613380787822835,-0.5531663536898251,-0.9990627094843493,-0.3820728751267972,-0.32116278690681366,0.7086801058417194,1.0,0.0,0.22172097907150312
0.2298584095387608,-0.9037344332626465,0.8427578725371134,0.48302578069499535,-0.9924567545418654,0.41433907344577126,-0.32854912013633386,-0.8668873777411616,1.0,0.0,0.5535341390243266
0.8359779072916078,0.2109322099980613,-0.126475615358691,-0.442865143301987,-0.9927141724705202,0.5366995976494442,0.06742975827089936,0.0009263852534590333,1.0,0.0,0.2469103424505799
-0.33698718840553066,-0.38792349175552276,0.4175057137669551,0.5289909260499206,-0.9945534187058365,-0.5098660068316611,-0.4918437054476341,0.46184025822119645,1.0,0.0,0.6478418166991115
-0.03754111550213368,0.2698999818935075,0.5814987330146946,0.8276327899927192,-0.982362934961227,-0.8913306368631625,-0.7056533180484513,0.8856559670814875,1.0,0.0,0.8647234845754559
0.539675238781125,-0.0767283971544947,-0.8687794855149085,-0.14812607530095767,-0.9942464261046187,0.9374536668731408,0.06825843160824552,-0.5155667679937792,1.0,0.0,0.32571354992210466
0.39479312887949014,0.7539878218459023,0.16210320859978156,0.1838974560666542,-0.9911036516238911,0.049486066184337485,-0.33495250465621496,-0.27720342503504763,1.0,0.0,0.4632043027590616
-0.9012118533648191,-0.59258699502202,-0.3877385623562095,-0.8483918525696696,-0.9997679442677874,-0.029184076795938596,-0.21115415133568938,0.2453134230387689,1.0,0.0,0.08149716578938658
-0.892240952475348,0.11985646635931621,0.6135940101539381,0.0450580707692918,-0.9988305964972086,0.2494931995666303,-0.37214141605531037,-0.7493851767844923,1.0,0.0,0.40472234208447866
0.40559849230259504,-0.28170630312543143,-0.8425521310377129,-0.9913171849677673,-0.9975888317863109,-0.20312575825486068,-0.15866104988043594,0.7528689419498473,1.0,0.0,0.0467834104851552
0.5350996328716726,0.6044629827595339,0.12619304631378325,0.9660447468270643,-0.9553572730552853,-0.8411769608354027,-0.7276010629652647,0.5348464290571535,1.0,0.0,0.8827744047988845
-0.04395213765592065,-0.7970462245451337,-0.4177808019801599,-0.005750259719051742,-0.9967424664514206,0.8617228846254923,0.30385695141038305,0.05527814617319218,1.0,0.0,0.40926032814788643
-0.33045826376631604,0.9153701423400243,-0.5813235109243136,-0.33515834395166944,-0.9983353264758255,0.727250755827979,-0.015983175043598807,-0.44826082752967333,1.0,0.0,0.26100087390248017
0.8404358491433075,-0.7378438665254092,0.8689621884369925,0.6405394883429429,-0.9530732423981567,-0.6952284919106958,-0.5195249750759652,0.9502866655330061,1.0,0.0,0.7997975723839373
0.21893442834720211,0.4308112823002082,-0.16240881622200565,-0.6604459630309404,-0.9961917264775426,-0.3229553847995701,-0.4011884565568794,0.2953187598141626,1.0,0.0,0.17362198305405574
-0.7331963317976669,-0.2224906227835684,0.38742547390228266,0.3720264967643492,-0.9980861745458249,0.3495445643155619,-0.1252553309600335,-0.1832022045656776,1.0,0.0,0.5448343463181186
-0.5304411323653035,0.6683953295488966,-0.050956457257451904,0.5146211198022144,-0.996820638442034,-0.0643478325730571,-0.3414259923188383,-0.0778692184866069,1.0,0.0,0.6060223887584443
0.01736945986985594,-0.9909368253668018,0.28012138513757234,-0.45924538719478436,-0.9970277519531514,0.1080904082770453,-0.04625306826943243,0.4190410354880605,1.0,0.0,0.23693251421569284
0.9193612511402844,0.18379057157598577,-0.6888679400350504,0.49794689216250365,-0.9863145918778337,0.9726116923974826,0.7405588397516119,0.6440568401045613,1.0,0.0,0.7067895416513869
-0.40971937193009245,-0.4755989604129331,0.9801742070555197,-0.5363568929303997,-0.9973667651231156,-0.9499292636062217,-0.9796072315371469,-0.9294414827213264,1.0,0.0,0.18321588986009077
-0.21573844320102364,0.3746200950634302,0.018892295609434395,-0.8672005138381642,-0.9984978374892924,-0.5840955038354001,-0.7127851061208994,-0.3325814438124809,1.0,0.0,0.07014704467222502
0.7051463700979053,-0.03647896472532702,-0.3063270124183086,0.17100606719650835,-0.9898758793754073,0.6187426333604651,0.20308106078592725,0.17302522280021715,1.0,0.0,0.5014791290790384
0.3580692465869868,0.8591809519613745,0.7247998295175084,-0.1298687192522654,-0.9945696469048296,0.48856667030067014,0.4725018493535633,0.8517657615619468,1.0,0.0,0.4789259039879248
-0.8440708131685767,-0.55183402650218,-0.9501008519403431,0.8400949619962366,-0.9971933656199327,-0.46411399578585,-0.6994447859702917,-0.6148938713375898,1.0,0.0,0.7003192183966932
-0.7721014231095988,0.7918582641873163,0.33325573957382204,-0.7242145880902232,-0.999614801204318,0.7648429875157952,0.3334663912339866,0.23116899081841025,1.0,0.0,0.15103812046418244
0.2738923521026142,-0.6095136740229675,-0.12478296355772556,0.3102682646400676,-0.9834389448858153,-0.7817013148064997,-0.8147417194126838,-0.259075229881812,1.0,0.0,0.5144288299361784
0.6610034195185421,0.30717530090502854,0.9064697709402956,-0.2718151055946145,-0.9898302573198354,-0.16909940921876299,-0.527849307114589,-0.535050526262836,1.0,0.0,0.27533064523681955
-0.16622414179681333,-0.09403656546947632,-0.6356115154137514,0.7017502156050957,-0.9944104447173441,0.12739673271344332,0.18465638819585073,0.8971400107521349,1.0,0.0,0.7643618367974025
-0.45837625761052325,0.24330920621738578,-0.3615974870530223,0.9026898465881299,-0.9960732151065087,0.27445520897805276,0.10276690633823038,0.47596448174503914,1.0,0.0,0.8003391864215553
